1;1.000000
2;0.750000
3;0.777778
4;0.687500
5;0.760000
6;0.638889
7;0.714286
8;0.671875
9;0.679012
10;0.630000
11;0.685950
12;0.631944
13;0.680473
14;0.647959
15;0.635556
16;0.621094
17;0.660900
18;0.626543
19;0.662050
20;0.637500
21;0.632653
22;0.617769
23;0.648393
24;0.623264
25;0.638400
26;0.625740
27;0.629630
28;0.616071
29;0.640904
30;0.616667
31;0.639958
32;0.631836
33;0.630854
34;0.621972
35;0.626122
36;0.610340
37;0.630387
38;0.622576
39;0.622617
40;0.611875
41;0.629982
42;0.613946
43;0.631152
44;0.623450
45;0.619753
46;0.613894
47;0.629697
48;0.617622
49;0.627655
50;0.618800
51;0.619377
52;0.613536
53;0.627625
54;0.616941
55;0.621157
56;0.614477
57;0.615266
58;0.610880
59;0.623671
60;0.611944
61;0.624295
62;0.619927
63;0.618544
64;0.614990
65;0.618935
66;0.609504
67;0.620851
68;0.616566
69;0.617307
70;0.609592
71;0.620313
72;0.612461
73;0.622819
74;0.619248
75;0.617067
76;0.613400
77;0.617811
78;0.609961
79;0.619612
80;0.614219
81;0.615607
82;0.612582
83;0.621716
84;0.613804
85;0.617163
86;0.614251
87;0.615009
88;0.611441
89;0.619997
90;0.612222
91;0.616230
92;0.613303
93;0.614059
94;0.611476
95;0.614626
96;0.608832
97;0.616750
98;0.612974
99;0.612897
100;0.608700
101;0.616312
102;0.610438
103;0.617872
104;0.614922
105;0.611973
106;0.609737
107;0.616910
108;0.611711
109;0.618719
110;0.614132
111;0.614804
112;0.611527
113;0.618294
114;0.613035
115;0.615728
116;0.613481
117;0.613558
118;0.611534
119;0.614858
120;0.609097
121;0.614097
122;0.612134
123;0.612797
124;0.610757
125;0.613824
126;0.608655
127;0.614731
128;0.612976
129;0.613605
130;0.609882
131;0.615757
132;0.611054
133;0.614110
134;0.612330
135;0.611193
136;0.609159
137;0.614790
138;0.610534
139;0.616065
140;0.612194
141;0.612796
142;0.611139
143;0.614358
144;0.610484
145;0.612747
146;0.611137
147;0.610625
148;0.608976
149;0.614162
150;0.609556
151;0.614666
152;0.612838
153;0.613055
154;0.610179
155;0.612320
156;0.608440
157;0.613372
158;0.611881
159;0.612436
160;0.609805
161;0.612438
162;0.609015
163;0.613760
164;0.612247
165;0.610725
166;0.609341
167;0.613970
168;0.610084
169;0.613809
170;0.611038
171;0.611299
172;0.609890
173;0.614354
174;0.611012
175;0.611886
176;0.610118
177;0.610648
178;0.609361
179;0.613682
180;0.609846
181;0.614114
182;0.611732
183;0.612231
184;0.610793
185;0.612622
186;0.609521
187;0.612171
188;0.610882
189;0.610481
190;0.608061
191;0.612127
192;0.609239
193;0.613251
194;0.612047
195;0.610835
196;0.608991
197;0.612925
198;0.609810
199;0.613697
200;0.611575
201;0.612039
202;0.610896
203;0.613046
204;0.610126
205;0.611802
206;0.610684
207;0.610959
208;0.609537
209;0.611959
210;0.608322
211;0.612003
212;0.610871
213;0.611321
214;0.610250
215;0.611855
216;0.609289
217;0.611332
218;0.610281
219;0.610725
220;0.608492
221;0.610860
222;0.608291
223;0.611776
224;0.610152
225;0.609481
226;0.608485
227;0.611908
228;0.609322
229;0.612708
230;0.610718
231;0.609940
232;0.608855
233;0.612187
234;0.609595
235;0.611082
236;0.610080
237;0.610497
238;0.608767
239;0.612017
240;0.609149
241;0.612369
242;0.611075
243;0.611543
244;0.610572
245;0.611195
246;0.608880
247;0.611041
248;0.610025
249;0.610426
250;0.608752
251;0.611847
252;0.609269
253;0.611336
254;0.610438
255;0.609596
256;0.608749
257;0.611773
258;0.609564
259;0.611306
260;0.609453
261;0.609724
262;0.608866
263;0.611820
264;0.609490
265;0.610822
266;0.609291
267;0.609673
268;0.608808
269;0.611697
270;0.609150
271;0.612015
272;0.610983
273;0.610380
274;0.609556
275;0.610420
276;0.608315
277;0.611125
278;0.610307
279;0.610565
280;0.608661
281;0.611428
282;0.609414
283;0.612156
284;0.611325
285;0.610588
286;0.609260
287;0.610849
288;0.608929
289;0.611235
290;0.609691
291;0.610042
292;0.609249
293;0.611900
294;0.609688
295;0.610893
296;0.610060
297;0.610040
